INFO | Test - WorstChannelByMAE: ch=5 mae=0.329803 (n=500)
INFO | - Epoch 000, ExpID 79589 best_epoch=0 improved=1
INFO | Train - Loss (last batch): 0.00564
INFO | Val - Loss, MSE, MAE: 0.00619, 0.00619, 0.04791
INFO | Test - Best epoch, Loss, MSE, MAE: 0, 0.00655, 0.00655, 0.04786
INFO | Test - Points (EXACT): total_masked=424439 correct=87798 right_rate=20.6857%
INFO | Test - WorstChannelByMAE: ch=5 mae=0.261569 (n=500)
INFO | - Epoch 001, ExpID 79589 best_epoch=1 improved=1
INFO | Train - Loss (last batch): 0.00520
INFO | Val - Loss, MSE, MAE: 0.00539, 0.00539, 0.04375
INFO | Test - Best epoch, Loss, MSE, MAE: 1, 0.00577, 0.00577, 0.04375
INFO | Test - Points (EXACT): total_masked=424439 correct=100836 right_rate=23.7575%
INFO | Test - WorstChannelByMAE: ch=5 mae=0.204842 (n=500)
INFO | - Epoch 002, ExpID 79589 best_epoch=2 improved=1
INFO | Train - Loss (last batch): 0.00545
INFO | Val - Loss, MSE, MAE: 0.00515, 0.00515, 0.04196
INFO | Test - Best epoch, Loss, MSE, MAE: 2, 0.00550, 0.00550, 0.04189
INFO | Test - Points (EXACT): total_masked=424439 correct=105939 right_rate=24.9598%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.181553 (n=70)
INFO | - Epoch 003, ExpID 79589 best_epoch=3 improved=1
INFO | Train - Loss (last batch): 0.00447
INFO | Val - Loss, MSE, MAE: 0.00493, 0.00493, 0.04166
INFO | Test - Best epoch, Loss, MSE, MAE: 3, 0.00528, 0.00528, 0.04155
INFO | Test - Points (EXACT): total_masked=424439 correct=108462 right_rate=25.5542%
INFO | - Epoch 004, ExpID 79589 best_epoch=3 improved=0
INFO | Train - Loss (last batch): 0.00414
INFO | Val - Loss, MSE, MAE: 0.00509, 0.00509, 0.04289
INFO | Test - Best epoch, Loss, MSE, MAE: 3, 0.00528, 0.00528, 0.04155
INFO | Test - Points (EXACT): total_masked=424439 correct=108462 right_rate=25.5542%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.165342 (n=70)
INFO | - Epoch 005, ExpID 79589 best_epoch=5 improved=1
INFO | Train - Loss (last batch): 0.00391
INFO | Val - Loss, MSE, MAE: 0.00487, 0.00487, 0.04111
INFO | Test - Best epoch, Loss, MSE, MAE: 5, 0.00517, 0.00517, 0.04085
INFO | Test - Points (EXACT): total_masked=424439 correct=110313 right_rate=25.9903%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.155625 (n=70)
INFO | - Epoch 006, ExpID 79589 best_epoch=6 improved=1
INFO | Train - Loss (last batch): 0.00475
INFO | Val - Loss, MSE, MAE: 0.00467, 0.00467, 0.04096
INFO | Test - Best epoch, Loss, MSE, MAE: 6, 0.00499, 0.00499, 0.04077
INFO | Test - Points (EXACT): total_masked=424439 correct=111765 right_rate=26.3324%
INFO | - Epoch 007, ExpID 79589 best_epoch=6 improved=0
INFO | Train - Loss (last batch): 0.00472
INFO | Val - Loss, MSE, MAE: 0.00468, 0.00468, 0.04212
INFO | Test - Best epoch, Loss, MSE, MAE: 6, 0.00499, 0.00499, 0.04077
INFO | Test - Points (EXACT): total_masked=424439 correct=111765 right_rate=26.3324%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.156059 (n=70)
INFO | - Epoch 008, ExpID 79589 best_epoch=8 improved=1
INFO | Train - Loss (last batch): 0.00412
INFO | Val - Loss, MSE, MAE: 0.00453, 0.00453, 0.04085
INFO | Test - Best epoch, Loss, MSE, MAE: 8, 0.00488, 0.00488, 0.04078
INFO | Test - Points (EXACT): total_masked=424439 correct=105096 right_rate=24.7612%
INFO | - Epoch 009, ExpID 79589 best_epoch=8 improved=0
INFO | Train - Loss (last batch): 0.00446
INFO | Val - Loss, MSE, MAE: 0.00496, 0.00496, 0.04447
INFO | Test - Best epoch, Loss, MSE, MAE: 8, 0.00488, 0.00488, 0.04078
INFO | Test - Points (EXACT): total_masked=424439 correct=105096 right_rate=24.7612%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.163188 (n=70)
INFO | - Epoch 010, ExpID 79589 best_epoch=10 improved=1
INFO | Train - Loss (last batch): 0.00430
INFO | Val - Loss, MSE, MAE: 0.00452, 0.00452, 0.03902
INFO | Test - Best epoch, Loss, MSE, MAE: 10, 0.00485, 0.00485, 0.03886
INFO | Test - Points (EXACT): total_masked=424439 correct=117091 right_rate=27.5872%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.162818 (n=70)
INFO | - Epoch 011, ExpID 79589 best_epoch=11 improved=1
INFO | Train - Loss (last batch): 0.00456
INFO | Val - Loss, MSE, MAE: 0.00445, 0.00445, 0.03926
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.00478, 0.00478, 0.03909
INFO | Test - Points (EXACT): total_masked=424439 correct=119378 right_rate=28.1261%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.151064 (n=70)
INFO | - Epoch 012, ExpID 79589 best_epoch=12 improved=1
INFO | Train - Loss (last batch): 0.00361
INFO | Val - Loss, MSE, MAE: 0.00437, 0.00437, 0.03861
INFO | Test - Best epoch, Loss, MSE, MAE: 12, 0.00473, 0.00473, 0.03857
INFO | Test - Points (EXACT): total_masked=424439 correct=119146 right_rate=28.0714%
INFO | - Epoch 013, ExpID 79589 best_epoch=12 improved=0
INFO | Train - Loss (last batch): 0.00431
INFO | Val - Loss, MSE, MAE: 0.00470, 0.00470, 0.04260
INFO | Test - Best epoch, Loss, MSE, MAE: 12, 0.00473, 0.00473, 0.03857
INFO | Test - Points (EXACT): total_masked=424439 correct=119146 right_rate=28.0714%
INFO | - Epoch 014, ExpID 79589 best_epoch=12 improved=0
INFO | Train - Loss (last batch): 0.00418
INFO | Val - Loss, MSE, MAE: 0.00444, 0.00444, 0.03940
INFO | Test - Best epoch, Loss, MSE, MAE: 12, 0.00473, 0.00473, 0.03857
INFO | Test - Points (EXACT): total_masked=424439 correct=119146 right_rate=28.0714%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.147850 (n=70)
INFO | - Epoch 015, ExpID 79589 best_epoch=15 improved=1
INFO | Train - Loss (last batch): 0.00415
INFO | Val - Loss, MSE, MAE: 0.00425, 0.00425, 0.03784
INFO | Test - Best epoch, Loss, MSE, MAE: 15, 0.00459, 0.00459, 0.03775
INFO | Test - Points (EXACT): total_masked=424439 correct=118708 right_rate=27.9682%
INFO | - Epoch 016, ExpID 79589 best_epoch=15 improved=0
INFO | Train - Loss (last batch): 0.00373
INFO | Val - Loss, MSE, MAE: 0.00443, 0.00443, 0.03961
INFO | Test - Best epoch, Loss, MSE, MAE: 15, 0.00459, 0.00459, 0.03775
INFO | Test - Points (EXACT): total_masked=424439 correct=118708 right_rate=27.9682%
INFO | - Epoch 017, ExpID 79589 best_epoch=15 improved=0
INFO | Train - Loss (last batch): 0.00315
INFO | Val - Loss, MSE, MAE: 0.00434, 0.00434, 0.03883
INFO | Test - Best epoch, Loss, MSE, MAE: 15, 0.00459, 0.00459, 0.03775
INFO | Test - Points (EXACT): total_masked=424439 correct=118708 right_rate=27.9682%
INFO | - Epoch 018, ExpID 79589 best_epoch=15 improved=0
INFO | Train - Loss (last batch): 0.00409
INFO | Val - Loss, MSE, MAE: 0.00444, 0.00444, 0.04063
INFO | Test - Best epoch, Loss, MSE, MAE: 15, 0.00459, 0.00459, 0.03775
INFO | Test - Points (EXACT): total_masked=424439 correct=118708 right_rate=27.9682%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.165001 (n=70)
INFO | - Epoch 019, ExpID 79589 best_epoch=19 improved=1
INFO | Train - Loss (last batch): 0.00536
INFO | Val - Loss, MSE, MAE: 0.00424, 0.00424, 0.03790
INFO | Test - Best epoch, Loss, MSE, MAE: 19, 0.00458, 0.00458, 0.03782
INFO | Test - Points (EXACT): total_masked=424439 correct=121116 right_rate=28.5355%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.134858 (n=70)
INFO | - Epoch 020, ExpID 79589 best_epoch=20 improved=1
INFO | Train - Loss (last batch): 0.00427
INFO | Val - Loss, MSE, MAE: 0.00422, 0.00422, 0.03754
INFO | Test - Best epoch, Loss, MSE, MAE: 20, 0.00457, 0.00457, 0.03749
INFO | Test - Points (EXACT): total_masked=424439 correct=125449 right_rate=29.5564%
INFO | - Epoch 021, ExpID 79589 best_epoch=20 improved=0
INFO | Train - Loss (last batch): 0.00488
INFO | Val - Loss, MSE, MAE: 0.00471, 0.00471, 0.04239
INFO | Test - Best epoch, Loss, MSE, MAE: 20, 0.00457, 0.00457, 0.03749
INFO | Test - Points (EXACT): total_masked=424439 correct=125449 right_rate=29.5564%
INFO | - Epoch 022, ExpID 79589 best_epoch=20 improved=0
INFO | Train - Loss (last batch): 0.00445
INFO | Val - Loss, MSE, MAE: 0.00423, 0.00423, 0.03812
INFO | Test - Best epoch, Loss, MSE, MAE: 20, 0.00457, 0.00457, 0.03749
INFO | Test - Points (EXACT): total_masked=424439 correct=125449 right_rate=29.5564%
INFO | - Epoch 023, ExpID 79589 best_epoch=20 improved=0
INFO | Train - Loss (last batch): 0.00410
INFO | Val - Loss, MSE, MAE: 0.00437, 0.00437, 0.04047
INFO | Test - Best epoch, Loss, MSE, MAE: 20, 0.00457, 0.00457, 0.03749
INFO | Test - Points (EXACT): total_masked=424439 correct=125449 right_rate=29.5564%
INFO | - Epoch 024, ExpID 79589 best_epoch=20 improved=0
INFO | Train - Loss (last batch): 0.00414
INFO | Val - Loss, MSE, MAE: 0.00429, 0.00429, 0.03843
INFO | Test - Best epoch, Loss, MSE, MAE: 20, 0.00457, 0.00457, 0.03749
INFO | Test - Points (EXACT): total_masked=424439 correct=125449 right_rate=29.5564%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.141075 (n=70)
INFO | - Epoch 025, ExpID 79589 best_epoch=25 improved=1
INFO | Train - Loss (last batch): 0.00348
INFO | Val - Loss, MSE, MAE: 0.00413, 0.00413, 0.03689
INFO | Test - Best epoch, Loss, MSE, MAE: 25, 0.00446, 0.00446, 0.03687
INFO | Test - Points (EXACT): total_masked=424439 correct=124164 right_rate=29.2537%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.154851 (n=70)
INFO | - Epoch 026, ExpID 79589 best_epoch=26 improved=1
INFO | Train - Loss (last batch): 0.00407
INFO | Val - Loss, MSE, MAE: 0.00412, 0.00412, 0.03727
INFO | Test - Best epoch, Loss, MSE, MAE: 26, 0.00448, 0.00448, 0.03728
INFO | Test - Points (EXACT): total_masked=424439 correct=123599 right_rate=29.1206%
INFO | - Epoch 027, ExpID 79589 best_epoch=26 improved=0
INFO | Train - Loss (last batch): 0.00444
INFO | Val - Loss, MSE, MAE: 0.00414, 0.00414, 0.03672
INFO | Test - Best epoch, Loss, MSE, MAE: 26, 0.00448, 0.00448, 0.03728
INFO | Test - Points (EXACT): total_masked=424439 correct=123599 right_rate=29.1206%
INFO | - Epoch 028, ExpID 79589 best_epoch=26 improved=0
INFO | Train - Loss (last batch): 0.00443
INFO | Val - Loss, MSE, MAE: 0.00414, 0.00414, 0.03697
INFO | Test - Best epoch, Loss, MSE, MAE: 26, 0.00448, 0.00448, 0.03728
INFO | Test - Points (EXACT): total_masked=424439 correct=123599 right_rate=29.1206%
INFO | - Epoch 029, ExpID 79589 best_epoch=26 improved=0
INFO | Train - Loss (last batch): 0.00368
INFO | Val - Loss, MSE, MAE: 0.00418, 0.00418, 0.03780
INFO | Test - Best epoch, Loss, MSE, MAE: 26, 0.00448, 0.00448, 0.03728
INFO | Test - Points (EXACT): total_masked=424439 correct=123599 right_rate=29.1206%
INFO | - Epoch 030, ExpID 79589 best_epoch=26 improved=0
INFO | Train - Loss (last batch): 0.00390
INFO | Val - Loss, MSE, MAE: 0.00426, 0.00426, 0.03847
INFO | Test - Best epoch, Loss, MSE, MAE: 26, 0.00448, 0.00448, 0.03728
INFO | Test - Points (EXACT): total_masked=424439 correct=123599 right_rate=29.1206%
INFO | - Epoch 031, ExpID 79589 best_epoch=26 improved=0
INFO | Train - Loss (last batch): 0.00543
INFO | Val - Loss, MSE, MAE: 0.00440, 0.00440, 0.04102
INFO | Test - Best epoch, Loss, MSE, MAE: 26, 0.00448, 0.00448, 0.03728
INFO | Test - Points (EXACT): total_masked=424439 correct=123599 right_rate=29.1206%
INFO | - Epoch 032, ExpID 79589 best_epoch=26 improved=0
INFO | Train - Loss (last batch): 0.00281
INFO | Val - Loss, MSE, MAE: 0.00431, 0.00431, 0.03957
INFO | Test - Best epoch, Loss, MSE, MAE: 26, 0.00448, 0.00448, 0.03728
INFO | Test - Points (EXACT): total_masked=424439 correct=123599 right_rate=29.1206%
INFO | - Epoch 033, ExpID 79589 best_epoch=26 improved=0
INFO | Train - Loss (last batch): 0.00273
INFO | Val - Loss, MSE, MAE: 0.00426, 0.00426, 0.03713
INFO | Test - Best epoch, Loss, MSE, MAE: 26, 0.00448, 0.00448, 0.03728
INFO | Test - Points (EXACT): total_masked=424439 correct=123599 right_rate=29.1206%
INFO | - Epoch 034, ExpID 79589 best_epoch=26 improved=0
INFO | Train - Loss (last batch): 0.00380
