INFO | - Epoch 000, ExpID 13146 best_epoch=0 improved=1
INFO | Train - Loss (last batch): 0.00531
INFO | Val - Loss, MSE, MAE: 0.01318, 0.01318, 0.07901
INFO | Test - Best epoch, Loss, MSE, MAE: 0, 0.01411, 0.01411, 0.07899
INFO | Test - Points (EXACT): total_masked=424439 correct=76164 right_rate=17.9446%
INFO | - Epoch 001, ExpID 13146 best_epoch=1 improved=1
INFO | Train - Loss (last batch): 0.00675
INFO | Val - Loss, MSE, MAE: 0.00834, 0.00834, 0.05429
INFO | Test - Best epoch, Loss, MSE, MAE: 1, 0.00935, 0.00935, 0.05422
INFO | Test - Points (EXACT): total_masked=424439 correct=116753 right_rate=27.5076%
INFO | - Epoch 002, ExpID 13146 best_epoch=1 improved=0
INFO | Train - Loss (last batch): 0.00388
INFO | Val - Loss, MSE, MAE: 0.00850, 0.00850, 0.05649
INFO | Test - Best epoch, Loss, MSE, MAE: 1, 0.00935, 0.00935, 0.05422
INFO | Test - Points (EXACT): total_masked=424439 correct=116753 right_rate=27.5076%
INFO | - Epoch 003, ExpID 13146 best_epoch=3 improved=1
INFO | Train - Loss (last batch): 0.00574
INFO | Val - Loss, MSE, MAE: 0.00777, 0.00777, 0.05352
INFO | Test - Best epoch, Loss, MSE, MAE: 3, 0.00892, 0.00892, 0.05377
INFO | Test - Points (EXACT): total_masked=424439 correct=95095 right_rate=22.4049%
INFO | - Epoch 004, ExpID 13146 best_epoch=4 improved=1
INFO | Train - Loss (last batch): 0.00570
INFO | Val - Loss, MSE, MAE: 0.00690, 0.00690, 0.04833
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00807, 0.00807, 0.04840
INFO | Test - Points (EXACT): total_masked=424439 correct=112998 right_rate=26.6229%
INFO | - Epoch 005, ExpID 13146 best_epoch=5 improved=1
INFO | Train - Loss (last batch): 0.00458
INFO | Val - Loss, MSE, MAE: 0.00638, 0.00638, 0.04543
INFO | Test - Best epoch, Loss, MSE, MAE: 5, 0.00760, 0.00760, 0.04550
INFO | Test - Points (EXACT): total_masked=424439 correct=129118 right_rate=30.4209%
INFO | - Epoch 006, ExpID 13146 best_epoch=5 improved=0
INFO | Train - Loss (last batch): 0.00374
INFO | Val - Loss, MSE, MAE: 0.00648, 0.00648, 0.04698
INFO | Test - Best epoch, Loss, MSE, MAE: 5, 0.00760, 0.00760, 0.04550
INFO | Test - Points (EXACT): total_masked=424439 correct=129118 right_rate=30.4209%
INFO | - Epoch 007, ExpID 13146 best_epoch=7 improved=1
INFO | Train - Loss (last batch): 0.00459
INFO | Val - Loss, MSE, MAE: 0.00596, 0.00596, 0.04378
INFO | Test - Best epoch, Loss, MSE, MAE: 7, 0.00719, 0.00719, 0.04352
INFO | Test - Points (EXACT): total_masked=424439 correct=131774 right_rate=31.0466%
INFO | - Epoch 008, ExpID 13146 best_epoch=7 improved=0
INFO | Train - Loss (last batch): 0.00402
INFO | Val - Loss, MSE, MAE: 0.00600, 0.00600, 0.04410
INFO | Test - Best epoch, Loss, MSE, MAE: 7, 0.00719, 0.00719, 0.04352
