INFO | - Epoch 000, ExpID 78375
INFO | Train - Loss (one batch): 0.01418
INFO | Val - Loss, MSE, RMSE, MAE: 0.01416, 0.01416, 0.11796, 0.09092
INFO | Test - Best epoch 0, Loss, MSE, RMSE, MAE: 0.34817, 0.34817, 0.58433, 0.43785
INFO | Time spent: 4.38s
INFO | - Epoch 001, ExpID 78375
INFO | Train - Loss (one batch): 0.00348
INFO | Val - Loss, MSE, RMSE, MAE: 0.00400, 0.00400, 0.06257, 0.04133
INFO | Test - Best epoch 1, Loss, MSE, RMSE, MAE: 0.09002, 0.09002, 0.29745, 0.19262
INFO | Time spent: 3.27s
INFO | - Epoch 002, ExpID 78375
INFO | Train - Loss (one batch): 0.00390
INFO | Val - Loss, MSE, RMSE, MAE: 0.00381, 0.00381, 0.06107, 0.04028
INFO | Test - Best epoch 2, Loss, MSE, RMSE, MAE: 0.08514, 0.08514, 0.28937, 0.18774
INFO | Time spent: 3.26s
INFO | - Epoch 003, ExpID 78375
INFO | Train - Loss (one batch): 0.00351
INFO | Val - Loss, MSE, RMSE, MAE: 0.00385, 0.00385, 0.06141, 0.04135
INFO | Test - Best epoch 2, Loss, MSE, RMSE, MAE: 0.08514, 0.08514, 0.28937, 0.18774
INFO | Time spent: 2.81s
INFO | - Epoch 004, ExpID 78375
INFO | Train - Loss (one batch): 0.00339
INFO | Val - Loss, MSE, RMSE, MAE: 0.00347, 0.00347, 0.05819, 0.03599
INFO | Test - Best epoch 4, Loss, MSE, RMSE, MAE: 0.07710, 0.07710, 0.27540, 0.16749
INFO | Time spent: 3.25s
INFO | - Epoch 005, ExpID 78375
INFO | Train - Loss (one batch): 0.00386
INFO | Val - Loss, MSE, RMSE, MAE: 0.00458, 0.00458, 0.06721, 0.04974
INFO | Test - Best epoch 4, Loss, MSE, RMSE, MAE: 0.07710, 0.07710, 0.27540, 0.16749
INFO | Time spent: 2.81s
INFO | - Epoch 006, ExpID 78375
INFO | Train - Loss (one batch): 0.00316
INFO | Val - Loss, MSE, RMSE, MAE: 0.00352, 0.00352, 0.05859, 0.03722
INFO | Test - Best epoch 4, Loss, MSE, RMSE, MAE: 0.07710, 0.07710, 0.27540, 0.16749
INFO | Time spent: 2.80s
INFO | - Epoch 007, ExpID 78375
INFO | Train - Loss (one batch): 0.00360
INFO | Val - Loss, MSE, RMSE, MAE: 0.00394, 0.00394, 0.06224, 0.04339
INFO | Test - Best epoch 4, Loss, MSE, RMSE, MAE: 0.07710, 0.07710, 0.27540, 0.16749
INFO | Time spent: 2.90s
INFO | - Epoch 008, ExpID 78375
INFO | Train - Loss (one batch): 0.00261
INFO | Val - Loss, MSE, RMSE, MAE: 0.00339, 0.00339, 0.05744, 0.03574
INFO | Test - Best epoch 8, Loss, MSE, RMSE, MAE: 0.07545, 0.07545, 0.27230, 0.16590
INFO | Time spent: 3.20s
INFO | - Epoch 009, ExpID 78375
INFO | Train - Loss (one batch): 0.00224
INFO | Val - Loss, MSE, RMSE, MAE: 0.00340, 0.00340, 0.05756, 0.03682
INFO | Test - Best epoch 8, Loss, MSE, RMSE, MAE: 0.07545, 0.07545, 0.27230, 0.16590
INFO | Time spent: 2.74s
INFO | - Epoch 010, ExpID 78375
INFO | Train - Loss (one batch): 0.00293
INFO | Val - Loss, MSE, RMSE, MAE: 0.00364, 0.00364, 0.05969, 0.04043
INFO | Test - Best epoch 8, Loss, MSE, RMSE, MAE: 0.07545, 0.07545, 0.27230, 0.16590
INFO | Time spent: 2.83s
INFO | - Epoch 011, ExpID 78375
INFO | Train - Loss (one batch): 0.00304
INFO | Val - Loss, MSE, RMSE, MAE: 0.00329, 0.00329, 0.05664, 0.03552
INFO | Test - Best epoch 11, Loss, MSE, RMSE, MAE: 0.07343, 0.07343, 0.26888, 0.16645
INFO | Time spent: 3.26s
INFO | - Epoch 012, ExpID 78375
INFO | Train - Loss (one batch): 0.00220
INFO | Val - Loss, MSE, RMSE, MAE: 0.00315, 0.00315, 0.05538, 0.03389
INFO | Test - Best epoch 12, Loss, MSE, RMSE, MAE: 0.07015, 0.07015, 0.26261, 0.15853
INFO | Time spent: 3.35s
INFO | - Epoch 013, ExpID 78375
INFO | Train - Loss (one batch): 0.00261
INFO | Val - Loss, MSE, RMSE, MAE: 0.00323, 0.00323, 0.05606, 0.03446
INFO | Test - Best epoch 12, Loss, MSE, RMSE, MAE: 0.07015, 0.07015, 0.26261, 0.15853
INFO | Time spent: 2.81s
INFO | - Epoch 014, ExpID 78375
INFO | Train - Loss (one batch): 0.00374
INFO | Val - Loss, MSE, RMSE, MAE: 0.00358, 0.00358, 0.05925, 0.04016
INFO | Test - Best epoch 12, Loss, MSE, RMSE, MAE: 0.07015, 0.07015, 0.26261, 0.15853
INFO | Time spent: 3.04s
INFO | - Epoch 015, ExpID 78375
INFO | Train - Loss (one batch): 0.00321
INFO | Val - Loss, MSE, RMSE, MAE: 0.00379, 0.00379, 0.06099, 0.04232
INFO | Test - Best epoch 12, Loss, MSE, RMSE, MAE: 0.07015, 0.07015, 0.26261, 0.15853
INFO | Time spent: 2.80s
INFO | - Epoch 016, ExpID 78375
INFO | Train - Loss (one batch): 0.00304
INFO | Val - Loss, MSE, RMSE, MAE: 0.00311, 0.00311, 0.05501, 0.03386
INFO | Test - Best epoch 16, Loss, MSE, RMSE, MAE: 0.06900, 0.06900, 0.26037, 0.15832
INFO | Time spent: 3.24s
INFO | - Epoch 017, ExpID 78375
INFO | Train - Loss (one batch): 0.00281
INFO | Val - Loss, MSE, RMSE, MAE: 0.00312, 0.00312, 0.05514, 0.03394
INFO | Test - Best epoch 16, Loss, MSE, RMSE, MAE: 0.06900, 0.06900, 0.26037, 0.15832
INFO | Time spent: 2.80s
INFO | - Epoch 018, ExpID 78375
INFO | Train - Loss (one batch): 0.00341
INFO | Val - Loss, MSE, RMSE, MAE: 0.00309, 0.00309, 0.05486, 0.03370
INFO | Test - Best epoch 18, Loss, MSE, RMSE, MAE: 0.06859, 0.06859, 0.25961, 0.15766
INFO | Time spent: 3.25s
INFO | - Epoch 019, ExpID 78375
INFO | Train - Loss (one batch): 0.00300
INFO | Val - Loss, MSE, RMSE, MAE: 0.00310, 0.00310, 0.05493, 0.03399
INFO | Test - Best epoch 18, Loss, MSE, RMSE, MAE: 0.06859, 0.06859, 0.25961, 0.15766
INFO | Time spent: 2.79s
INFO | - Epoch 020, ExpID 78375
INFO | Train - Loss (one batch): 0.00283
INFO | Val - Loss, MSE, RMSE, MAE: 0.00312, 0.00312, 0.05512, 0.03404
INFO | Test - Best epoch 18, Loss, MSE, RMSE, MAE: 0.06859, 0.06859, 0.25961, 0.15766
INFO | Time spent: 2.75s
