INFO | Test - WorstChannelByMAE: ch=3 mae=0.779026 (n=127523)
INFO | - Epoch 000, ExpID 12517 best_epoch=0 improved=1
INFO | Train - Loss (last batch): 0.79982
INFO | Val - Loss, MSE, MAE: 1.30286, 1.30286, 0.53116
INFO | Test - Best epoch, Loss, MSE, MAE: 0, 0.86746, 0.86746, 0.50365
INFO | Test - Points (EXACT): total_masked=633328 correct=834 right_rate=0.1317%
INFO | Test - WorstChannelByMAE: ch=3 mae=0.757496 (n=127523)
INFO | - Epoch 001, ExpID 12517 best_epoch=1 improved=1
INFO | Train - Loss (last batch): 0.77948
INFO | Val - Loss, MSE, MAE: 1.28932, 1.28932, 0.50439
INFO | Test - Best epoch, Loss, MSE, MAE: 1, 0.85221, 0.85221, 0.47574
INFO | Test - Points (EXACT): total_masked=633328 correct=1245 right_rate=0.1966%
INFO | Test - WorstChannelByMAE: ch=3 mae=0.757199 (n=127523)
INFO | - Epoch 002, ExpID 12517 best_epoch=2 improved=1
INFO | Train - Loss (last batch): 0.83257
INFO | Val - Loss, MSE, MAE: 1.28560, 1.28560, 0.50009
INFO | Test - Best epoch, Loss, MSE, MAE: 2, 0.85026, 0.85026, 0.47185
INFO | Test - Points (EXACT): total_masked=633328 correct=894 right_rate=0.1412%
INFO | Test - WorstChannelByMAE: ch=3 mae=0.754436 (n=127523)
INFO | - Epoch 003, ExpID 12517 best_epoch=3 improved=1
INFO | Train - Loss (last batch): 0.84605
INFO | Val - Loss, MSE, MAE: 1.28165, 1.28165, 0.50478
INFO | Test - Best epoch, Loss, MSE, MAE: 3, 0.84814, 0.84814, 0.47665
INFO | Test - Points (EXACT): total_masked=633328 correct=2519 right_rate=0.3977%
INFO | Test - WorstChannelByMAE: ch=3 mae=0.751969 (n=127523)
INFO | - Epoch 004, ExpID 12517 best_epoch=4 improved=1
INFO | Train - Loss (last batch): 1.00243
INFO | Val - Loss, MSE, MAE: 1.27825, 1.27825, 0.51459
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.84681, 0.84681, 0.48666
INFO | Test - Points (EXACT): total_masked=633328 correct=1483 right_rate=0.2342%
INFO | Test - WorstChannelByMAE: ch=3 mae=0.749947 (n=127523)
INFO | - Epoch 005, ExpID 12517 best_epoch=5 improved=1
INFO | Train - Loss (last batch): 0.91459
INFO | Val - Loss, MSE, MAE: 1.27550, 1.27550, 0.51156
INFO | Test - Best epoch, Loss, MSE, MAE: 5, 0.84518, 0.84518, 0.48366
INFO | Test - Points (EXACT): total_masked=633328 correct=1389 right_rate=0.2193%
INFO | Test - WorstChannelByMAE: ch=3 mae=0.750633 (n=127523)
INFO | - Epoch 006, ExpID 12517 best_epoch=6 improved=1
INFO | Train - Loss (last batch): 0.95777
INFO | Val - Loss, MSE, MAE: 1.27261, 1.27261, 0.50582
INFO | Test - Best epoch, Loss, MSE, MAE: 6, 0.84385, 0.84385, 0.47842
INFO | Test - Points (EXACT): total_masked=633328 correct=1653 right_rate=0.2610%
INFO | Test - WorstChannelByMAE: ch=3 mae=0.747527 (n=127523)
INFO | - Epoch 007, ExpID 12517 best_epoch=7 improved=1
INFO | Train - Loss (last batch): 0.83371
INFO | Val - Loss, MSE, MAE: 1.27047, 1.27047, 0.50381
INFO | Test - Best epoch, Loss, MSE, MAE: 7, 0.84151, 0.84151, 0.47627
INFO | Test - Points (EXACT): total_masked=633328 correct=2788 right_rate=0.4402%
