INFO | - Epoch 000, ExpID 97779 best_epoch=0 improved=1
INFO | Train - Loss (last batch): 0.95236
INFO | Val - Loss, MSE, MAE: 1.25843, 1.25843, 0.51756
INFO | Test - Best epoch, Loss, MSE, MAE: 0, 0.80406, 0.80406, 0.48505
INFO | Test - Points (EXACT): total_masked=493218 correct=10872 right_rate=2.2043%
INFO | - Epoch 001, ExpID 97779 best_epoch=1 improved=1
INFO | Train - Loss (last batch): 0.78433
INFO | Val - Loss, MSE, MAE: 1.19572, 1.19572, 0.50451
INFO | Test - Best epoch, Loss, MSE, MAE: 1, 0.78614, 0.78614, 0.46999
INFO | Test - Points (EXACT): total_masked=493218 correct=8016 right_rate=1.6252%
INFO | - Epoch 002, ExpID 97779 best_epoch=1 improved=0
INFO | Train - Loss (last batch): 0.83779
INFO | Val - Loss, MSE, MAE: 1.21581, 1.21581, 0.52084
INFO | Test - Best epoch, Loss, MSE, MAE: 1, 0.78614, 0.78614, 0.46999
INFO | Test - Points (EXACT): total_masked=493218 correct=8016 right_rate=1.6252%
INFO | - Epoch 003, ExpID 97779 best_epoch=3 improved=1
INFO | Train - Loss (last batch): 0.77627
INFO | Val - Loss, MSE, MAE: 1.19300, 1.19300, 0.45923
INFO | Test - Best epoch, Loss, MSE, MAE: 3, 0.74124, 0.74124, 0.42458
INFO | Test - Points (EXACT): total_masked=493218 correct=12424 right_rate=2.5190%
INFO | - Epoch 004, ExpID 97779 best_epoch=4 improved=1
INFO | Train - Loss (last batch): 0.66580
INFO | Val - Loss, MSE, MAE: 1.10415, 1.10415, 0.44426
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.69787, 0.69787, 0.41159
INFO | Test - Points (EXACT): total_masked=493218 correct=19828 right_rate=4.0201%
INFO | - Epoch 005, ExpID 97779 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.62177
INFO | Val - Loss, MSE, MAE: 1.12109, 1.12109, 0.40643
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.69787, 0.69787, 0.41159
INFO | Test - Points (EXACT): total_masked=493218 correct=19828 right_rate=4.0201%
INFO | - Epoch 006, ExpID 97779 best_epoch=6 improved=1
INFO | Train - Loss (last batch): 0.59880
INFO | Val - Loss, MSE, MAE: 1.02392, 1.02392, 0.42170
INFO | Test - Best epoch, Loss, MSE, MAE: 6, 0.64318, 0.64318, 0.39048
INFO | Test - Points (EXACT): total_masked=493218 correct=15860 right_rate=3.2156%
INFO | - Epoch 007, ExpID 97779 best_epoch=6 improved=0
INFO | Train - Loss (last batch): 0.64261
INFO | Val - Loss, MSE, MAE: 1.05964, 1.05964, 0.39841
INFO | Test - Best epoch, Loss, MSE, MAE: 6, 0.64318, 0.64318, 0.39048
INFO | Test - Points (EXACT): total_masked=493218 correct=15860 right_rate=3.2156%
INFO | - Epoch 008, ExpID 97779 best_epoch=6 improved=0
INFO | Train - Loss (last batch): 0.57046
INFO | Val - Loss, MSE, MAE: 1.03405, 1.03405, 0.38066
INFO | Test - Best epoch, Loss, MSE, MAE: 6, 0.64318, 0.64318, 0.39048
INFO | Test - Points (EXACT): total_masked=493218 correct=15860 right_rate=3.2156%
INFO | - Epoch 009, ExpID 97779 best_epoch=6 improved=0
INFO | Train - Loss (last batch): 0.60570
INFO | Val - Loss, MSE, MAE: 1.03310, 1.03310, 0.36125
INFO | Test - Best epoch, Loss, MSE, MAE: 6, 0.64318, 0.64318, 0.39048
INFO | Test - Points (EXACT): total_masked=493218 correct=15860 right_rate=3.2156%
INFO | - Epoch 010, ExpID 97779 best_epoch=6 improved=0
INFO | Train - Loss (last batch): 0.55964
INFO | Val - Loss, MSE, MAE: 1.03687, 1.03687, 0.35946
INFO | Test - Best epoch, Loss, MSE, MAE: 6, 0.64318, 0.64318, 0.39048
INFO | Test - Points (EXACT): total_masked=493218 correct=15860 right_rate=3.2156%
INFO | - Epoch 011, ExpID 97779 best_epoch=11 improved=1
INFO | Train - Loss (last batch): 0.48394
INFO | Val - Loss, MSE, MAE: 1.02064, 1.02064, 0.36231
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.57945, 0.57945, 0.33111
INFO | Test - Points (EXACT): total_masked=493218 correct=35872 right_rate=7.2731%
INFO | - Epoch 012, ExpID 97779 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.50371
INFO | Val - Loss, MSE, MAE: 1.03384, 1.03384, 0.37786
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.57945, 0.57945, 0.33111
INFO | Test - Points (EXACT): total_masked=493218 correct=35872 right_rate=7.2731%
INFO | - Epoch 013, ExpID 97779 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.47225
INFO | Val - Loss, MSE, MAE: 1.02363, 1.02363, 0.36663
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.57945, 0.57945, 0.33111
INFO | Test - Points (EXACT): total_masked=493218 correct=35872 right_rate=7.2731%
INFO | - Epoch 014, ExpID 97779 best_epoch=14 improved=1
