INFO | - Epoch 000, ExpID 71248 best_epoch=0 improved=1
INFO | Train - Loss (last batch): 0.01133
INFO | Val - Loss, MSE, MAE: 0.01063, 0.01063, 0.07894
INFO | Test - Best epoch, Loss, MSE, MAE: 0, 0.01035, 0.01035, 0.07854
INFO | Test - Points (EXACT): total_masked=96963 correct=21555 right_rate=22.2301%
INFO | - Epoch 001, ExpID 71248 best_epoch=1 improved=1
INFO | Train - Loss (last batch): 0.00351
INFO | Val - Loss, MSE, MAE: 0.00375, 0.00375, 0.03919
INFO | Test - Best epoch, Loss, MSE, MAE: 1, 0.00354, 0.00354, 0.03833
INFO | Test - Points (EXACT): total_masked=96963 correct=51254 right_rate=52.8593%
INFO | - Epoch 002, ExpID 71248 best_epoch=2 improved=1
INFO | Train - Loss (last batch): 0.00372
INFO | Val - Loss, MSE, MAE: 0.00364, 0.00364, 0.03933
INFO | Test - Best epoch, Loss, MSE, MAE: 2, 0.00346, 0.00346, 0.03859
INFO | Test - Points (EXACT): total_masked=96963 correct=49722 right_rate=51.2794%
INFO | - Epoch 003, ExpID 71248 best_epoch=3 improved=1
INFO | Train - Loss (last batch): 0.00313
INFO | Val - Loss, MSE, MAE: 0.00354, 0.00354, 0.03818
INFO | Test - Best epoch, Loss, MSE, MAE: 3, 0.00336, 0.00336, 0.03759
INFO | Test - Points (EXACT): total_masked=96963 correct=50951 right_rate=52.5468%
INFO | - Epoch 004, ExpID 71248 best_epoch=3 improved=0
INFO | Train - Loss (last batch): 0.00274
INFO | Val - Loss, MSE, MAE: 0.00357, 0.00357, 0.03943
INFO | Test - Best epoch, Loss, MSE, MAE: 3, 0.00336, 0.00336, 0.03759
INFO | Test - Points (EXACT): total_masked=96963 correct=50951 right_rate=52.5468%
INFO | - Epoch 005, ExpID 71248 best_epoch=5 improved=1
INFO | Train - Loss (last batch): 0.00254
INFO | Val - Loss, MSE, MAE: 0.00315, 0.00315, 0.03379
INFO | Test - Best epoch, Loss, MSE, MAE: 5, 0.00297, 0.00297, 0.03325
INFO | Test - Points (EXACT): total_masked=96963 correct=57144 right_rate=58.9338%
INFO | - Epoch 006, ExpID 71248 best_epoch=5 improved=0
INFO | Train - Loss (last batch): 0.00261
INFO | Val - Loss, MSE, MAE: 0.00353, 0.00353, 0.03978
INFO | Test - Best epoch, Loss, MSE, MAE: 5, 0.00297, 0.00297, 0.03325
INFO | Test - Points (EXACT): total_masked=96963 correct=57144 right_rate=58.9338%
INFO | - Epoch 007, ExpID 71248 best_epoch=7 improved=1
INFO | Train - Loss (last batch): 0.00271
INFO | Val - Loss, MSE, MAE: 0.00314, 0.00314, 0.03409
INFO | Test - Best epoch, Loss, MSE, MAE: 7, 0.00297, 0.00297, 0.03363
INFO | Test - Points (EXACT): total_masked=96963 correct=56359 right_rate=58.1242%
INFO | - Epoch 008, ExpID 71248 best_epoch=8 improved=1
INFO | Train - Loss (last batch): 0.00287
INFO | Val - Loss, MSE, MAE: 0.00314, 0.00314, 0.03379
INFO | Test - Best epoch, Loss, MSE, MAE: 8, 0.00297, 0.00297, 0.03336
INFO | Test - Points (EXACT): total_masked=96963 correct=57245 right_rate=59.0380%
INFO | - Epoch 009, ExpID 71248 best_epoch=8 improved=0
INFO | Train - Loss (last batch): 0.00329
INFO | Val - Loss, MSE, MAE: 0.00320, 0.00320, 0.03539
INFO | Test - Best epoch, Loss, MSE, MAE: 8, 0.00297, 0.00297, 0.03336
INFO | Test - Points (EXACT): total_masked=96963 correct=57245 right_rate=59.0380%
INFO | - Epoch 010, ExpID 71248 best_epoch=8 improved=0
INFO | Train - Loss (last batch): 0.00244
INFO | Val - Loss, MSE, MAE: 0.00390, 0.00390, 0.04430
INFO | Test - Best epoch, Loss, MSE, MAE: 8, 0.00297, 0.00297, 0.03336
INFO | Test - Points (EXACT): total_masked=96963 correct=57245 right_rate=59.0380%
INFO | - Epoch 011, ExpID 71248 best_epoch=11 improved=1
INFO | Train - Loss (last batch): 0.00309
INFO | Val - Loss, MSE, MAE: 0.00313, 0.00313, 0.03426
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.00298, 0.00298, 0.03391
INFO | Test - Points (EXACT): total_masked=96963 correct=56218 right_rate=57.9788%
INFO | - Epoch 012, ExpID 71248 best_epoch=11 improved=0
INFO | Train - Loss (last batch): 0.00332
INFO | Val - Loss, MSE, MAE: 0.00322, 0.00322, 0.03608
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.00298, 0.00298, 0.03391
INFO | Test - Points (EXACT): total_masked=96963 correct=56218 right_rate=57.9788%
INFO | - Epoch 013, ExpID 71248 best_epoch=13 improved=1
INFO | Train - Loss (last batch): 0.00243
INFO | Val - Loss, MSE, MAE: 0.00305, 0.00305, 0.03321
INFO | Test - Best epoch, Loss, MSE, MAE: 13, 0.00290, 0.00290, 0.03299
INFO | Test - Points (EXACT): total_masked=96963 correct=57541 right_rate=59.3433%
INFO | - Epoch 014, ExpID 71248 best_epoch=13 improved=0
INFO | Train - Loss (last batch): 0.00336
INFO | Val - Loss, MSE, MAE: 0.00325, 0.00325, 0.03639
INFO | Test - Best epoch, Loss, MSE, MAE: 13, 0.00290, 0.00290, 0.03299
INFO | Test - Points (EXACT): total_masked=96963 correct=57541 right_rate=59.3433%
INFO | - Epoch 015, ExpID 71248 best_epoch=13 improved=0
INFO | Train - Loss (last batch): 0.00320
INFO | Val - Loss, MSE, MAE: 0.00338, 0.00338, 0.03856
INFO | Test - Best epoch, Loss, MSE, MAE: 13, 0.00290, 0.00290, 0.03299
INFO | Test - Points (EXACT): total_masked=96963 correct=57541 right_rate=59.3433%
INFO | - Epoch 016, ExpID 71248 best_epoch=13 improved=0
INFO | Train - Loss (last batch): 0.00274
INFO | Val - Loss, MSE, MAE: 0.00337, 0.00337, 0.03811
INFO | Test - Best epoch, Loss, MSE, MAE: 13, 0.00290, 0.00290, 0.03299
INFO | Test - Points (EXACT): total_masked=96963 correct=57541 right_rate=59.3433%
INFO | - Epoch 017, ExpID 71248 best_epoch=13 improved=0
INFO | Train - Loss (last batch): 0.00231
INFO | Val - Loss, MSE, MAE: 0.00359, 0.00359, 0.04112
INFO | Test - Best epoch, Loss, MSE, MAE: 13, 0.00290, 0.00290, 0.03299
INFO | Test - Points (EXACT): total_masked=96963 correct=57541 right_rate=59.3433%
INFO | - Epoch 018, ExpID 71248 best_epoch=18 improved=1
INFO | Train - Loss (last batch): 0.00266
INFO | Val - Loss, MSE, MAE: 0.00300, 0.00300, 0.03285
INFO | Test - Best epoch, Loss, MSE, MAE: 18, 0.00285, 0.00285, 0.03270
INFO | Test - Points (EXACT): total_masked=96963 correct=57799 right_rate=59.6093%
INFO | - Epoch 019, ExpID 71248 best_epoch=18 improved=0
INFO | Train - Loss (last batch): 0.00272
INFO | Val - Loss, MSE, MAE: 0.00312, 0.00312, 0.03422
INFO | Test - Best epoch, Loss, MSE, MAE: 18, 0.00285, 0.00285, 0.03270
INFO | Test - Points (EXACT): total_masked=96963 correct=57799 right_rate=59.6093%
INFO | - Epoch 020, ExpID 71248 best_epoch=18 improved=0
INFO | Train - Loss (last batch): 0.00225
INFO | Val - Loss, MSE, MAE: 0.00303, 0.00303, 0.03312
INFO | Test - Best epoch, Loss, MSE, MAE: 18, 0.00285, 0.00285, 0.03270
INFO | Test - Points (EXACT): total_masked=96963 correct=57799 right_rate=59.6093%
INFO | - Epoch 021, ExpID 71248 best_epoch=18 improved=0
INFO | Train - Loss (last batch): 0.00319
INFO | Val - Loss, MSE, MAE: 0.00330, 0.00330, 0.03770
INFO | Test - Best epoch, Loss, MSE, MAE: 18, 0.00285, 0.00285, 0.03270
INFO | Test - Points (EXACT): total_masked=96963 correct=57799 right_rate=59.6093%
INFO | - Epoch 022, ExpID 71248 best_epoch=18 improved=0
INFO | Train - Loss (last batch): 0.00274
INFO | Val - Loss, MSE, MAE: 0.00390, 0.00390, 0.04496
INFO | Test - Best epoch, Loss, MSE, MAE: 18, 0.00285, 0.00285, 0.03270
INFO | Test - Points (EXACT): total_masked=96963 correct=57799 right_rate=59.6093%
INFO | - Epoch 023, ExpID 71248 best_epoch=18 improved=0
INFO | Train - Loss (last batch): 0.00257
INFO | Val - Loss, MSE, MAE: 0.00321, 0.00321, 0.03619
INFO | Test - Best epoch, Loss, MSE, MAE: 18, 0.00285, 0.00285, 0.03270
INFO | Test - Points (EXACT): total_masked=96963 correct=57799 right_rate=59.6093%
INFO | - Epoch 024, ExpID 71248 best_epoch=18 improved=0
INFO | Train - Loss (last batch): 0.00266
INFO | Val - Loss, MSE, MAE: 0.00326, 0.00326, 0.03704
INFO | Test - Best epoch, Loss, MSE, MAE: 18, 0.00285, 0.00285, 0.03270
INFO | Test - Points (EXACT): total_masked=96963 correct=57799 right_rate=59.6093%
INFO | - Epoch 025, ExpID 71248 best_epoch=18 improved=0
INFO | Train - Loss (last batch): 0.00248
INFO | Val - Loss, MSE, MAE: 0.00304, 0.00304, 0.03337
INFO | Test - Best epoch, Loss, MSE, MAE: 18, 0.00285, 0.00285, 0.03270
INFO | Test - Points (EXACT): total_masked=96963 correct=57799 right_rate=59.6093%
INFO | - Epoch 026, ExpID 71248 best_epoch=18 improved=0
INFO | Train - Loss (last batch): 0.00236
INFO | Val - Loss, MSE, MAE: 0.00375, 0.00375, 0.04337
INFO | Test - Best epoch, Loss, MSE, MAE: 18, 0.00285, 0.00285, 0.03270
INFO | Test - Points (EXACT): total_masked=96963 correct=57799 right_rate=59.6093%
INFO | - Epoch 027, ExpID 71248 best_epoch=18 improved=0
INFO | Train - Loss (last batch): 0.00262
