INFO | - Epoch 000, ExpID 12623
INFO | Train - Loss (one batch): 0.67220
INFO | Val - Loss, MSE, RMSE, MAE: 0.71754, 0.71754, 0.84294, 0.66512
INFO | Test - Best epoch 0, Loss, MSE, RMSE, MAE: 0.69969, 0.69969, 0.82922, 0.64660
INFO | Time spent: 11.85s
INFO | - Epoch 001, ExpID 12623
INFO | Train - Loss (one batch): 0.14717
INFO | Val - Loss, MSE, RMSE, MAE: 0.14200, 0.14200, 0.37479, 0.27257
INFO | Test - Best epoch 1, Loss, MSE, RMSE, MAE: 0.13684, 0.13684, 0.36841, 0.26907
INFO | Time spent: 2.77s
INFO | - Epoch 002, ExpID 12623
INFO | Train - Loss (one batch): 0.09951
INFO | Val - Loss, MSE, RMSE, MAE: 0.08819, 0.08819, 0.29415, 0.19049
INFO | Test - Best epoch 2, Loss, MSE, RMSE, MAE: 0.08482, 0.08482, 0.28930, 0.19062
INFO | Time spent: 2.77s
INFO | - Epoch 003, ExpID 12623
INFO | Train - Loss (one batch): 0.09051
INFO | Val - Loss, MSE, RMSE, MAE: 0.12660, 0.12660, 0.35371, 0.26275
INFO | Test - Best epoch 2, Loss, MSE, RMSE, MAE: 0.12250, 0.12250, 0.34861, 0.26111
INFO | Time spent: 2.79s
INFO | - Epoch 004, ExpID 12623
INFO | Train - Loss (one batch): 0.07290
INFO | Val - Loss, MSE, RMSE, MAE: 0.09312, 0.09312, 0.30209, 0.20331
INFO | Test - Best epoch 2, Loss, MSE, RMSE, MAE: 0.08819, 0.08819, 0.29480, 0.20093
INFO | Time spent: 3.03s
INFO | - Epoch 005, ExpID 12623
INFO | Train - Loss (one batch): 0.09050
INFO | Val - Loss, MSE, RMSE, MAE: 0.09153, 0.09153, 0.29974, 0.19910
INFO | Test - Best epoch 2, Loss, MSE, RMSE, MAE: 0.08734, 0.08734, 0.29357, 0.19789
INFO | Time spent: 2.87s
INFO | - Epoch 006, ExpID 12623
INFO | Train - Loss (one batch): 0.08959
